4.09703,6.01145,13.3948
4.07257,5.94442,13.3447
4.0399,5.8707,13.293
3.99965,5.79127,13.2402
3.95252,5.70712,13.1869
3.89925,5.61927,13.1337
3.84059,5.52872,13.081
3.77735,5.43645,13.0293
3.71031,5.34342,12.9792
3.64028,5.25059,12.9309
3.56805,5.15882,12.885
3.49443,5.06898,12.8418
3.45793,4.96716,12.7927
3.46345,4.82449,12.7204
3.47751,4.67989,12.6479
3.49963,4.53483,12.5759
3.52927,4.39074,12.5052
3.56586,4.24897,12.4364
3.60877,4.1108,12.37
3.65731,3.97744,12.3067
3.71081,3.84998,12.2469
3.76855,3.72941,12.191
3.8298,3.61664,12.1395
3.89384,3.51244,12.0926
3.95992,3.41748,12.0506
4.02734,3.33231,12.0138
4.09539,3.25736,11.9823
4.16338,3.19296,11.9562
4.23067,3.13929,11.9356
4.29663,3.09646,11.9203
4.36067,3.06445,11.9104
4.42227,3.04312,11.9057
4.48092,3.03227,11.9061
4.53618,3.03157,11.9113
4.58764,3.04063,11.9212
4.63497,3.05897,11.9354
4.67787,3.08604,11.9536
4.71611,3.12123,11.9755
4.74951,3.16388,12.0008
4.77794,3.21326,12.029
4.80133,3.26864,12.0598
4.81965,3.32924,12.0927
4.83293,3.39427,12.1274
4.84125,3.46291,12.1635
4.84473,3.53436,12.2005
4.84354,3.60781,12.2381
4.83786,3.68248,12.2759
4.82794,3.75759,12.3135
4.81406,3.8324,12.3505
4.79649,3.90619,12.3866
4.81333,3.91182,12.3817
4.83129,3.90784,12.3708
4.85016,3.89468,12.3545
4.86972,3.87284,12.333
4.88975,3.84286,12.3068
4.91005,3.80538,12.2764
4.9304,3.76105,12.2421
4.95062,3.71057,12.2045
4.97052,3.65469,12.164
4.98991,3.59415,12.1213
5.00864,3.52974,12.0767
5.02655,3.46222,12.0308
5.0435,3.39238,11.9841
5.05937,3.32099,11.937
5.07405,3.2488,11.8901
5.12521,3.09277,11.7936
5.17916,2.92819,11.6925
5.23525,2.757,11.5881
5.29288,2.58111,11.4816
5.35141,2.40242,11.3739
5.41025,2.22277,11.2663
5.46881,2.04394,11.1597
5.52656,1.86762,11.0552
5.58295,1.69541,10.9537
5.67527,1.43597,10.8002
5.76944,1.17335,10.6453
5.86448,0.910228,10.4905
5.95944,0.649165,10.3373
6.05339,0.392605,10.187
6.14548,0.142848,10.0411
6.27266,-0.190822,9.84509
6.40054,-0.523753,9.64964
6.52786,-0.852755,9.45665
6.65342,-1.1748,9.2679
6.77608,-1.48707,9.08503
6.93252,-1.87068,8.85933
7.08814,-2.24866,8.63694
7.24147,-2.61757,8.41987
7.39112,-2.97422,8.21003
7.57356,-3.38212,7.96925
7.75396,-3.77939,7.73465
7.93067,-4.16263,7.50823
8.10212,-4.52867,7.29186
8.30463,-4.91737,7.06162
8.50326,-5.28816,6.84183
8.69624,-5.6382,6.63418
8.88194,-5.96492,6.44019
9.05886,-6.2661,6.26121
9.22563,-6.53986,6.09834
9.38106,-6.78466,5.95253
9.5241,-6.99928,5.82449
9.65387,-7.18288,5.71475
9.76964,-7.33491,5.62364
9.87087,-7.45518,5.55128
9.95715,-7.54381,5.49763
10.0283,-7.60122,5.46245
10.0841,-7.6281,5.44533
10.1248,-7.62542,5.44571
10.1506,-7.59441,5.46289
10.1617,-7.5365,5.49602
10.1587,-7.45335,5.54414
10.1422,-7.34677,5.60618
10.1129,-7.21874,5.68097
10.0716,-7.07138,5.76728
10.0191,-6.90688,5.8638
9.95651,-6.72754,5.9692
9.88476,-6.5357,6.08208
9.80492,-6.33371,6.20105
9.7181,-6.12395,6.32471
9.62543,-5.90877,6.45167
9.52804,-5.69048,6.58058
9.42707,-5.47131,6.71009
9.32365,-5.25344,6.83893
9.21887,-5.03893,6.96586
9.11382,-4.82973,7.08975
9.00952,-4.62765,7.2095
8.94472,-4.44908,7.3153
8.88673,-4.28246,7.41409
8.83584,-4.12891,7.50519
8.79226,-3.98942,7.58803
8.75612,-3.86476,7.66213
8.72749,-3.75557,7.72713
8.70633,-3.66229,7.78276
8.69257,-3.58518,7.82884
8.68605,-3.52435,7.86531
8.68653,-3.47974,7.89221
8.69374,-3.45114,7.90965
8.70735,-3.43819,7.91785
8.72696,-3.44039,7.91708
8.75216,-3.45712,7.90771
8.78247,-3.48764,7.89018
8.81741,-3.53111,7.86498
8.85646,-3.58658,7.83266
8.89907,-3.65306,7.79382
8.94469,-3.72945,7.74908
8.99277,-3.81462,7.69913
9.04274,-3.90741,7.64464
9.09405,-4.00661,7.58632
9.14615,-4.111,7.5249
9.19851,-4.21939,7.46109
9.25061,-4.33055,7.39559
9.30197,-4.4433,7.32912
9.35211,-4.55651,7.26234
9.40062,-4.66904,7.19593
9.44707,-4.77985,7.13049
9.52889,-4.87323,7.07546
9.6121,-4.96134,7.02352
9.69586,-5.04354,6.97505
9.77934,-5.11927,6.93039
9.8995,-5.14539,6.91541
10.022,-5.15951,6.90755
10.1455,-5.16198,6.90659
10.2688,-5.15325,6.91227
10.3907,-5.13385,6.92426
10.5102,-5.1044,6.94219
10.6261,-5.06559,6.96565
10.7374,-5.01817,6.99419
10.8433,-4.96296,7.02732
10.9431,-4.90081,7.06454
11.0358,-4.83258,7.10533
11.1211,-4.75921,7.14914
11.1982,-4.68159,7.19543
11.2669,-4.60066,7.24365
11.3267,-4.51734,7.29325
11.3775,-4.43254,7.3437
11.4192,-4.34713,7.39447
11.4516,-4.26196,7.44506
11.4749,-4.17787,7.49498
11.4893,-4.09562,7.54377
11.4948,-4.01594,7.59101
11.492,-3.93949,7.63629
11.481,-3.8669,7.67927
11.4623,-3.79871,7.7196
11.4365,-3.73541,7.75702
11.4041,-3.67742,7.79126
11.3656,-3.62508,7.82213
11.3217,-3.57869,7.84946
11.273,-3.53846,7.87312
11.2202,-3.50453,7.89303
11.164,-3.47698,7.90916
11.105,-3.45581,7.92148
11.044,-3.441,7.93005
10.9815,-3.43242,7.93491
10.9184,-3.42991,7.93617
10.8552,-3.43325,7.93397
10.7925,-3.44218,7.92846
10.731,-3.45639,7.91983
10.6711,-3.47553,7.90828
10.6135,-3.49923,7.89405
10.5585,-3.52707,7.87737
10.5066,-3.55861,7.85851
10.4582,-3.59341,7.83773
10.4136,-3.63101,7.81531
10.3731,-3.67091,7.79154
10.3369,-3.71266,7.76669
10.3053,-3.75577,7.74106
10.2783,-3.79977,7.71492
10.256,-3.8442,7.68853
10.2762,-3.82214,7.70206
10.3052,-3.79236,7.72025
10.3425,-3.75544,7.74272
10.3874,-3.71203,7.76909
10.439,-3.66282,7.79895
10.4967,-3.60852,7.83186
10.5597,-3.54985,7.8674
10.6271,-3.48756,7.9051
10.698,-3.4224,7.94452
10.7718,-3.35512,7.9852
10.8475,-3.28645,8.0267
10.9243,-3.21711,8.06858
11.0015,-3.14781,8.11043
11.0783,-3.07921,8.15184
11.1917,-2.92818,8.24268
11.3074,-2.7699,8.33785
11.4243,-2.60621,8.43625
11.5411,-2.43889,8.5368
11.6567,-2.26973,8.63844
11.7701,-2.10041,8.74014
11.8802,-1.9326,8.84092
11.9861,-1.76786,8.93983
