0,0,0
0,0,0.601
0,0,1.26788
0,0,1.99155
0,0,2.76274
0,0,3.57207
0,0,4.4102
0,0,5.26786
0,0,6.13597
0,0,7.00572
0,0,7.86862
0,0,8.7166
0,0,9.54205
0,0,10.3379
0.0377619,0.0928596,11.1533
0.0796632,0.195898,11.9329
0.125133,0.307711,12.6704
0.173588,0.426866,13.3604
0.22444,0.551915,13.9983
0.277101,0.681413,14.5798
0.330989,0.813929,15.1016
0.385534,0.94806,15.5611
0.440182,1.08244,15.9564
0.4944,1.21577,16.2861
0.54768,1.34679,16.5498
0.599545,1.47433,16.7475
0.649549,1.59729,16.88
0.697284,1.71468,16.9486
0.742379,1.82557,16.9553
0.784504,1.92916,16.9024
0.823369,2.02473,16.7928
0.85873,2.11169,16.63
0.890386,2.18953,16.4175
0.918179,2.25787,16.1596
0.941995,2.31644,15.8605
0.961763,2.36505,15.5247
0.977455,2.40364,15.157
0.989083,2.43223,14.7623
0.996698,2.45096,14.3455
1.00039,2.46003,13.9114
1.00027,2.45975,13.4651
0.996509,2.45049,13.0112
0.989279,2.43272,12.5546
0.978793,2.40693,12.0998
0.965283,2.37371,11.6511
0.949001,2.33367,11.2126
0.930218,2.28748,10.7882
0.909215,2.23583,10.3813
0.886286,2.17945,9.9954
0.86173,2.11906,9.63323
0.835852,2.05543,9.29739
0.808954,1.98928,8.99009
0.78134,1.92138,8.71317
0.753305,1.85244,8.4681
0.725139,1.78317,8.25598
0.69712,1.71427,8.07757
0.669514,1.64639,7.93323
0.642573,1.58014,7.82301
0.616531,1.5161,7.74662
0.591604,1.4548,7.70344
0.56799,1.39673,7.69257
0.545866,1.34233,7.71283
0.525387,1.29197,7.76277
0.506684,1.24598,7.84074
0.48987,1.20463,7.94486
0.47503,1.16814,8.07308
0.462231,1.13666,8.22319
0.451515,1.11031,8.39287
0.442902,1.08913,8.57971
0.436392,1.07312,8.7812
0.431964,1.06223,8.99481
0.429579,1.05637,9.21801
0.429177,1.05538,9.44824
0.430683,1.05908,9.68299
0.434007,1.06726,9.91983
0.439044,1.07964,10.1564
0.445676,1.09595,10.3904
0.453777,1.11587,10.6196
0.463209,1.13907,10.8421
0.473827,1.16518,11.056
0.523244,1.27761,11.3098
0.577683,1.40139,11.5572
0.636416,1.53488,11.7961
0.698703,1.67638,12.0245
0.7638,1.82422,12.2406
0.830964,1.97671,12.4428
0.899463,2.13218,12.6298
0.968581,2.28902,12.8003
1.03762,2.44564,12.9534
1.10593,2.60056,13.0883
1.17286,2.75233,13.2043
1.23783,2.89961,13.3012
1.30029,3.04117,13.3788
1.35974,3.17585,13.4371
1.41571,3.30264,13.4763
1.46781,3.42062,13.4968
1.51569,3.52901,13.4992
1.55906,3.62714,13.4841
1.59767,3.71448,13.4525
1.63135,3.79061,13.4053
1.65997,3.85525,13.3435
1.68345,3.90823,13.2685
1.70178,3.94952,13.1814
1.71497,3.97917,13.0835
1.72313,3.99738,12.9763
1.72635,4.00443,12.8612
1.72482,4.0007,12.7396
1.71874,3.98665,12.613
1.70835,3.96284,12.4827
1.69393,3.9299,12.3503
1.67577,3.88851,12.217
1.65421,3.83941,12.0842
1.62959,3.78338,11.9532
1.60227,3.72126,11.8252
1.57263,3.65389,11.7012
1.54105,3.58213,11.5824
1.5079,3.50685,11.4698
1.47358,3.42893,11.364
1.43847,3.34924,11.2659
1.40294,3.2686,11.1762
1.36734,3.18785,11.0954
1.33204,3.10778,11.0239
1.29735,3.02913,10.962
1.26359,2.95261,10.9099
1.23106,2.87887,10.8678
1.20001,2.80853,10.8357
1.1707,2.74212,10.8135
1.14333,2.68014,10.801
1.11809,2.62301,10.7979
1.09515,2.57108,10.804
1.07462,2.52467,10.8187
1.05663,2.48398,10.8417
1.04123,2.4492,10.8722
1.02848,2.42043,10.9099
1.01839,2.39769,10.9539
1.01096,2.38098,11.0037
1.00614,2.37021,11.0585
1.00389,2.36525,11.1175
1.00413,2.36592,11.1802
1.00674,2.37198,11.2456
1.01161,2.38317,11.3131
1.01861,2.39917,11.3819
1.02758,2.41963,11.4513
1.03836,2.44418,11.5207
1.05077,2.47242,11.5893
1.06462,2.50392,11.6565
1.07972,2.53826,11.7218
1.13364,2.64146,11.8244
1.19257,2.75389,11.9284
1.25572,2.87409,12.0327
1.32232,3.00058,12.1362
1.39158,3.1319,12.238
1.46273,3.26657,12.3373
1.53501,3.40316,12.4331
1.60768,3.54027,12.5246
1.68,3.67656,12.6111
1.75131,3.81074,12.6921
1.8587,3.98428,12.7925
1.96796,4.15804,12.8891
2.07795,4.33034,12.9811
2.18757,4.49957,13.0678
2.29579,4.66422,13.1486
2.43937,4.83757,13.2317
2.58377,5.00526,13.3089
2.72755,5.16587,13.3796
2.86936,5.31815,13.4434
3.00789,5.46096,13.5
3.14194,5.59329,13.5491
3.2704,5.71428,13.5906
3.39224,5.82322,13.6244
3.50655,5.91955,13.6503
3.61253,6.00283,13.6686
3.7095,6.07279,13.6794
3.79686,6.12929,13.6828
3.87417,6.17232,13.6791
3.94109,6.202,13.6686
3.99737,6.21859,13.6518
4.04291,6.22246,13.6289
4.07769,6.21407,13.6006
4.10182,6.19401,13.5673
4.11549,6.16294,13.5295
4.11898,6.1216,13.4878
4.11268,6.07081,13.4427
